ticker,chi_name
950072.CSI,沪信安全
950073.CSI,沪互联网
950074.CSI,沪互金融
950075.CSI,沪现代农
950079.CSI,上证混改
950080.CSI,中小企改
950081.CSI,180碳效
950082.CSI,上海改革
950085.SH,沪物联网
950086.SH,沪自贸区
950087.SH,上证海洋
950088.SH,沪轻资产
950089.SH,上证电子
950090.SH,50AH优选
950091.SH,50AH优选(HKD)
950092.SH,上证180优选
950093.SH,上证180优选(HKD)
950094.SH,上证增持
950095.SH,上证定增
950096.CSI,上海国企
950097.SH,沪供给侧
950098.SH,180SNLV
950099.SH,380SNLV
950100.SH,上高股息
950101.SH,沪智能造
950105.SH,上证证券
950106.SH,上证创新
950107.SH,380创新
N99001.CSI,三板成指全收益
N99002.CSI,三板做市全收益
h00009.SH,上证380全收益
h00010.SH,上证180全收益
h00015.SH,上证红利全收益
h00016.SH,上证50全收益
h00018.SH,180金融全收益
h00019.SH,治理指数全收益
h00020.SH,中企收益
h00021.SH,180治理全收益
h00025.SH,180基建全收益
h00026.SH,180资源全收益
h00027.SH,180运输全收益
h00028.SH,180成长全收益
h00029.SH,180价值全收益
h00030.SH,180R成长全收益
h00031.SH,180R价值全收益
h00032.SH,上证能源全收益
h00033.SH,上证材料全收益
h00034.SH,上证工业全收益
h00035.SH,上证可选全收益
h00036.SH,上证消费全收益
h00037.SH,上证医药全收益
h00038.SH,上证金融全收益
h00039.SH,上证信息全收益
h00040.SH,上证电信全收益
h00041.SH,上证公用全收益
h00042.SH,上证央企全收益
h00043.SH,超大盘全收益
h00044.SH,上证中盘全收益
h00045.SH,上证小盘全收益
h00046.SH,上证中小全收益
h00047.SH,上证全指全收益
h00048.SH,责任指数全收益
h00049.SH,上证民企全收益
h00050.SH,50等权全收益
h00051.SH,180等权全收益
h00052.SH,50基本全收益
h00053.SH,180基本全收益
h00054.SH,上证海外全收益
h00055.SH,上证地企全收益
h00056.SH,上证国企全收益
h00057.SH,全指成长全收益
h00058.SH,全指价值全收益
h00059.SH,全R成长全收益
h00060.SH,全R价值全收益
h00062.SH,上证沪企全收益
h00063.SH,上证周期全收益
h00064.SH,非周期全收益
h00065.SH,上证龙头全收益
h00066.SH,上证商品全收益
h00067.SH,上证新兴全收益
h00068.SH,上证资源全收益
h00069.SH,消费80全收益
h00070.SH,能源等权全收益
h00071.SH,材料等权全收益
h00072.SH,工业等权全收益
h00073.SH,可选等权全收益
h00074.SH,消费等权全收益
h00075.SH,医药等权全收益
h00076.SH,金融等权全收益
h00077.SH,信息等权全收益
h00078.SH,电信等权全收益
h00079.SH,公用等权全收益
h00090.SH,上证流通全收益
h00091.SH,沪财中小全收益
h00092.SH,资源50全收益
h00093.SH,180分层全收益
h00094.SH,上证上游全收益
h00095.SH,上证中游全收益
h00096.SH,上证下游全收益
h00097.SH,高端装备全收益
h00098.SH,上证F200全收益
h00099.SH,上证F300全收益
h00100.SH,上证F500全收益
h00102.SH,沪投资品全收益
h00103.SH,沪消费品全收益
h00104.SH,380能源全收益
h00105.SH,380材料全收益
h00106.SH,380工业全收益
h00107.SH,380可选全收益
h00108.SH,380消费全收益
h00109.SH,380医药全收益
h00110.SH,380金融全收益
h00111.SH,380信息全收益
h00112.SH,380电信全收益
h00113.SH,380公用全收益
h00114.SH,持续产业全收益
h00115.SH,380等权全收益
h00117.SH,380成长全收益
h00118.SH,380价值全收益
h00119.SH,380R成长全收益
h00120.SH,380R价值全收益
h00121.SH,医药主题全收益
h00122.SH,农业主题全收益
h00123.SH,上证180动态全收益
h00125.SH,上证180稳定全收益
h00126.SH,消费50全收益
h00128.SH,380基本全收益
h00129.SH,180波动全收益
h00130.SH,380波动全收益
h00131.SH,上证高新全收益
h00132.SH,上证100全收益
h00133.SH,上证150全收益
h00134.SH,上证银行全收益
h00135.SH,上证180高贝塔全收益
h00136.SH,上证180低贝塔全收益
h00137.SH,上证380高贝塔全收益
h00138.SH,上证380低贝塔全收益
h00140.SH,上证5年国债(全)
h00141.SH,上证380动态全收益
h00142.SH,上证380稳定全收益
h00145.SH,优势资源全收益
h00146.SH,优势制造全收益
h00147.SH,优势消费全收益
h00148.SH,消费领先全收益
h00149.SH,上证180红利全收益
h00150.SH,上证380红利全收益
h00151.SH,上证国企红利全收益
h00152.SH,上证央企红利全收益
h00153.SH,上证民企红利全收益
h00155.SH,上证市值百强全收益
h00158.SH,上证环保全收益
h00160.SH,沪新丝路全收益
h00161.SH,沪中国造全收益
h00162.SH,沪互联+全收益
h00171.CSI,新兴成指全收益
h00300.CSI,沪深300全收益
h00801.CSI,资源80全收益
h00802.CSI,500沪市全收益
h00803.CSI,300波动全收益
h00804.CSI,500波动全收益
h00805.CSI,A股资源全收益
h00806.CSI,消费服务全收益
h00807.CSI,食品饮料全收益
h00808.CSI,医药生物全收益
h00809.CSI,细分农业全收益
h00810.CSI,细分能源全收益
h00811.CSI,细分有色全收益
h00812.CSI,细分机械全收益
h00813.CSI,细分化工全收益
h00814.CSI,细分医药全收益
h00815.CSI,细分食品全收益
h00816.CSI,细分地产全收益
h00818.CSI,细分金融全收益
h00819.CSI,有色金属全收益
h00820.CSI,煤炭指数全收益
h00821.CSI,沪深300红利全收益
h00822.CSI,中证500红利全收益
h00824.CSI,中证国企红利全收益
h00825.CSI,中证央企红利全收益
h00826.CSI,中证民企红利全收益
h00827.CSI,中证环保全收益
h00828.CSI,沪深300高贝塔全收益
h00829.CSI,沪深300低贝塔全收益
h00830.CSI,中证500高贝塔全收益
h00831.CSI,中证500低贝塔全收益
h00838.CSI,中证创业价值全收益
h00839.CSI,中证浙企综指全收益
h00840.CSI,中证浙江民企全收益
h00841.CSI,中证800医药全收益
h00842.CSI,中证800等权全收益
h00843.CSI,沪深300动态全收益
h00844.CSI,沪深300稳定全收益
h00846.CSI,中证财通ESG100全收益
h00852.SH,中证1000全收益
h00860.CSI,结构调整全收益
h00901.CSI,小康指数全收益
h00903.CSI,中证100全收益
h00904.CSI,中证200全收益
h00905.CSI,中证500全收益
h00906.CSI,中证800全收益
h00907.CSI,中证700全收益
h00908.CSI,沪深300能源全收益
h00909.CSI,沪深300材料全收益
h00910.CSI,沪深300工业全收益
h00911.CSI,沪深300可选全收益
h00912.CSI,沪深300消费全收益
h00913.CSI,沪深300医药全收益
h00914.CSI,沪深300金融全收益
h00915.CSI,沪深300信息全收益
h00916.CSI,沪深300电信全收益
h00917.CSI,沪深300公用全收益
h00918.CSI,沪深300成长全收益
h00919.CSI,沪深300价值全收益
h00920.CSI,沪深300R成长全收益
h00921.CSI,沪深300R价值全收益
h00922.CSI,中证红利全收益
h00925.CSI,基本面50全收益
h00926.CSI,中证央企全收益
h00927.CSI,央企100全收益
h00928.CSI,中证能源全收益指数
h00929.CSI,中证原材料全收益指数
h00930.CSI,中证工业全收益指数
h00931.CSI,中证可选消费全收益指数
h00932.CSI,中证主要消费全收益指数
h00933.CSI,中证医药卫生全收益指数
h00934.CSI,中证金融地产全收益指数
h00935.CSI,中证信息技术全收益指数
h00936.CSI,中证电信业务全收益指数
h00937.CSI,中证公用事业全收益指数
h00938.CSI,中证民企全收益
h00939.CSI,民企成长全收益
h00940.CSI,财富大盘全收益
h00941.CSI,新能源全收益
h00942.CSI,内地消费全收益
h00943.CSI,内地基建全收益
h00944.CSI,内地资源全收益
h00945.CSI,内地运输全收益
h00946.CSI,内地金融全收益
h00947.CSI,内地银行全收益
h00948.CSI,内地地产全收益
h00949.CSI,内地农业全收益
h00950.CSI,300基建全收益
h00951.CSI,300银行全收益
h00952.CSI,300地产全收益
h00953.CSI,中证地企全收益
h00954.CSI,地企100全收益
h00955.CSI,中证国企全收益
h00956.CSI,国企200全收益
h00957.CSI,300运输全收益
h00958.CSI,创业成长全收益
h00959.CSI,银河99全收益
h00960.CSI,中证龙头全收益
h00961.CSI,中证上游全收益
h00962.CSI,中证中游全收益
h00963.CSI,中证下游全收益
h00964.CSI,中证新兴全收益
h00965.CSI,基本200全收益
h00966.CSI,基本400全收益
h00967.CSI,基本600全收益
h00968.CSI,300周期全收益
h00969.CSI,300非周全收益
h00970.CSI,ESG40全收益
h00971.CSI,等权90全收益
h00972.CSI,300沪市全收益
h00977.CSI,内地低碳全收益
h00978.CSI,医药100全收益
h00979.CSI,大宗商品全收益
h00980.CSI,中证超大全收益
h00981.CSI,300分层全收益
h00982.CSI,500等权全收益
h00983.CSI,智能资产全收益
h00984.CSI,300等权全收益
h00985.CSI,中证全指全收益
h00986.CSI,全指能源全收益
h00987.CSI,全指材料全收益
h00988.CSI,全指工业全收益
h00989.CSI,全指可选全收益
h00990.CSI,全指消费全收益
h00991.CSI,全指医药全收益
h00992.CSI,全指金融全收益
h00993.CSI,全指信息全收益
h00994.CSI,全指电信全收益
h00995.CSI,全指公用全收益
h00998.CSI,中证TMT全收益
h00999.CSI,光大阳光指数
h01051.CSI,钢铁产业全收益
h01052.CSI,汽车产业全收益
h01053.CSI,纺织产业全收益
h01054.CSI,装备产业全收益
h01055.CSI,船舶产业全收益
h01056.CSI,电子产业全收益
h01057.CSI,石化产业全收益
h01058.CSI,轻工产业全收益
h01059.CSI,有色产业全收益
h01060.CSI,物流产业全收益
h01121.CSI,富国多空全收益
h11001.CSI,中证全债
h11002.CSI,中证3债
h11003.CSI,中证7债
h11004.CSI,中证10债
h11005.CSI,中证10+债
h11006.CSI,中证国债
h11007.CSI,中证金融债
h11008.CSI,中证企业债
h11009.CSI,中证综合债
h11010.CSI,中证1债
h11011.CSI,中证央票
h11012.CSI,中证央票1
h11013.CSI,中证央票(1-3)
h11014.CSI,中证短融
h11015.CSI,中证短债
h11016.CSI,中证50债
h11017.CSI,中期国债
h11018.CSI,沪质城投
h11019.CSI,中证企债100
h11030.CSI,AMAC农林
h11031.CSI,AMAC采矿
h11041.CSI,AMAC公用
h11042.CSI,AMAC建筑
h11043.CSI,AMAC交运
h11044.CSI,AMAC信息
h11045.CSI,AMAC批零
h11046.CSI,AMAC金融
h11047.CSI,AMAC地产
h11049.CSI,AMAC文体
h11050.CSI,AMAC综企
h11051.CSI,钢铁产业
h11052.CSI,汽车产业
h11053.CSI,纺织产业
h11054.CSI,装备产业
h11055.CSI,船舶产业
h11056.CSI,电子产业
h11057.CSI,石化产业
h11058.CSI,轻工产业
h11059.CSI,有色产业
h11060.CSI,物流产业
h11070.CSI,中证短融50
h11071.CSI,中证1-10国债
h11072.CSI,中证中票50
h11073.CSI,中证信用
h11074.CSI,中证中期企债
h11075.CSI,中证长期国债
h11076.CSI,中证中期综合
h11077.SH,上证10年国债
h11078.CSI,中证中高信用
h11079.CSI,中证中低信用
h11080.SH,HGSZ AAA
h11081.SH,HGSZ AA+
h11082.SH,HGSZ AA
h11083.SH,HGSZ 1-3
h11084.SH,HGSZ 3-5
h11085.SH,HGSZ 5-7
h11086.SH,HGSZ 7-10
h11087.CSI,GSZ AAA
h11088.CSI,GSZ AA+
h11089.CSI,GSZ AA
h11090.CSI,GSZ 1-3
h11091.CSI,GSZ 3-5
h11092.CSI,GSZ 5-7
h11093.CSI,GSZ 7-10
h11094.CSI,中票L50
h11095.SH,沪跨市中期中高债
h11096.CSI,中期信用L100
h11097.CSI,中期中高收益L
h11098.SH,沪城投债
h11099.CSI,短期国债
h11100.CSI,香港100
h11101.CSI,香港100人民币
h11103.CSI,香港内地人民币
h11108.CSI,两岸三地
h11110.CSI,香港F50港币
h11111.CSI,香港F50人民币
h11118.CSI,两岸三地美元
h11120.CSI,香港中盘精选
h11121.CSI,富国多空
h11123.CSI,香港内地50
h11128.CSI,两岸三地港元
h11138.CSI,两岸三地新台币
h11140.CSI,香港红利
h11141.CSI,香港红利人民币
h11142.CSI,HKT香港地产
h11143.CSI,HKT内地地产
h11144.CSI,HKT内地消费
h11145.CSI,HKT内地银行
h11146.CSI,HKT内地金融
h11147.CSI,HKT香港地产人民币
h11148.CSI,HKT内地地产人民币
h11149.CSI,HKT内地消费人民币
h11150.CSI,HKT内地银行人民币
h11151.CSI,HKT内地金融人民币
h11152.CSI,内地民营
h11153.CSI,内地国有
h11154.CSI,内地民营人民币
h11155.CSI,内地国有人民币
h11164.CSI,中证香港300港币
h11165.CSI,中证香港200港币
h11166.CSI,中证HK300内地港币
h11167.CSI,中证HK300本地港币
h11168.CSI,中证香港300人民币
h11169.CSI,中证香港200人民币
h11170.CSI,中证HK300内地人民币
h11171.CSI,中证HK300本地人民币
h11172.CSI,中证HK300V港币
h11173.CSI,中证HK300G港币
h11174.CSI,中证HK300RV港币
h11175.CSI,中证HK300RG港币
h11176.CSI,中证HK300V人民币
h11177.CSI,中证HK300G人民币
h11178.CSI,中证HK300RV人民币
h11179.CSI,中证HK300RG人民币
h11185.CSI,3年中高信用
h20001.CSI,中证环渤海全收益
h20002.CSI,中证长三角全收益
h20003.CSI,中证泛珠三角全收益
h20004.CSI,中证中部崛起全收益
h20005.CSI,中证西部开发全收益
h20006.CSI,中证东北振兴全收益
h20007.CSI,中证信息产业全收益
h20010.CSI,中证800能源全收益
h20011.CSI,中证800材料全收益
h20012.CSI,中证800资本全收益
h20013.CSI,中证800商业全收益
h20014.CSI,中证800运输全收益
h20015.CSI,中证800汽车全收益
h20016.CSI,中证800耐用全收益
h20017.CSI,中证800服务全收益
h20018.CSI,中证800媒体全收益
h20019.CSI,中证800零售全收益
h20020.CSI,中证800食零全收益
h20021.CSI,中证800食品全收益
h20022.CSI,中证800银行全收益
h20023.CSI,800资本全收益
h20024.CSI,中证800保险全收益
h20025.CSI,中证800地产全收益
h20026.CSI,中证800软件全收益
h20027.CSI,中证800硬件全收益
h20028.CSI,中证800半导全收益
h20029.CSI,中证800通信全收益
h20030.CSI,中证800公用全收益
h20031.CSI,中证800有色全收益
h20032.CSI,中证800机械全收益
h20033.CSI,中证800非银全收益
h20034.CSI,中证300有色全收益
h20035.CSI,中证300非银金融全收益
h20068.CSI,中证文化全收益
h20073.CSI,中证红利回报全收益
h20074.CSI,中证服务全收益
h20079.CSI,沪深300信服全收益
h20080.CSI,沪深300消服全收益
h20081.CSI,沪深300公运全收益
h20086.CSI,中证800金融全收益
h20087.CSI,中证500动态全收益
h20088.CSI,中证500稳定全收益
h20089.CSI,红利潜力全收益
h20090.CSI,能源红利全收益
h20091.CSI,材料红利全收益
h20092.CSI,工业红利全收益
h20093.CSI,可选红利全收益
h20094.CSI,消费红利全收益
h20095.CSI,医药红利全收益
h20096.CSI,金融红利全收益
h20097.CSI,信息红利全收益
h20098.CSI,电信红利全收益
h20099.CSI,公用红利全收益
h20124.CSI,安中动态全收益
h20137.CSI,中证城镇全收益
h20138.CSI,智慧城镇全收益
h20139.CSI,绿色城镇全收益
h20140.CSI,城镇交通全收益
h20141.CSI,智能交通全收益
h20142.CSI,城镇消费全收益
h20143.CSI,城镇基建全收益
h20164.CSI,中证全指汽车汽配全收益
h20165.CSI,中证全指房地产全收益
h20166.CSI,中证全指机械制造全收益
h20168.CSI,中证全指证券公司全收益
h20169.CSI,中证全指资本品全收益
h20170.CSI,中证全指商业指数全收益
h20171.CSI,中证全指运输指数全收益
h20172.CSI,中证全指耐用服装全收益
h20173.CSI,中证全指消费者全收益
h20174.CSI,中证全指媒体指数全收益
h20175.CSI,中证全指零售指数全收益
h20176.CSI,中证全指食药零售全收益
h20177.CSI,中证全指饮食烟草全收益
h20178.CSI,中证全指医疗保健全收益
h20179.CSI,中证全指医药生科全收益
h20180.CSI,中证银行指数全收益
h20182.CSI,中证全指软件服务全收益
h20183.CSI,中证全指硬件设备全收益
h20184.CSI,中证全指半导体全收益
h20186.CSI,中证全指保险指数全收益
h20187.CSI,中证全指化学制品全收益
h20188.CSI,中证全指制药指数全收益
h20189.CSI,中证全指电气设备全收益
h20190.CSI,中证全指电子仪器全收益
h20191.CSI,有色金属全收益
h20192.CSI,食品肉类全收益
h20193.CSI,中证全指纺织服装全收益
h20194.CSI,中证全指汽车配件全收益
h20195.CSI,中证全指建筑工程全收益
h20196.CSI,中证全指耐用消费全收益
h20197.CSI,中证全指多元零售全收益
h20198.CSI,油气指数全收益
h20199.CSI,中证全指电力指数全收益
h20200.CSI,中证全指交通设施全收益
h20201.CSI,中证全指贸易经销全收益
h20202.CSI,中证全指软件指数全收益
h20203.CSI,中证全指信息服务全收益
h20204.CSI,中证全指酒店休闲全收益
h20205.CSI,中证全指饮料指数全收益
h20206.CSI,中证全指纸类林业全收益
h20207.CSI,中证全指电脑设备全收益
h20208.CSI,中证全指专营零售全收益
h20209.CSI,中证全指建筑产品全收益
h20211.CSI,中证全指资本市场全收益
h20212.CSI,中证全指生物科技全收益
h20213.CSI,中证全指航天国防全收益
h20214.CSI,中证全指能源设备全收益
h20215.CSI,中证全指休闲用品全收益
h20216.CSI,中证全指海运指数全收益
h20217.CSI,中证全指医保设备全收益
h20218.CSI,中证全指水务指数全收益
h20219.CSI,中证全指容器包装全收益
h20220.CSI,中证全指网络软件全收益
h20221.CSI,中证全指复合公用全收益
h20222.CSI,中证全指公路铁路全收益
h20223.CSI,中证全指航空公司全收益
h20229.CSI,中证军工全收益
h20250.CSI,中证500能源全收益
h20251.CSI,中证500原料全收益
h20252.CSI,中证500工业全收益
h20253.CSI,中证500可选全收益
h20254.CSI,中证500消费全收益
h20255.CSI,中证500医药全收益
h20256.CSI,中证500金地全收益
h20257.CSI,中证500信息全收益
h20258.CSI,中证500电信全收益
h20259.CSI,中证500公用全收益
h20260.CSI,300动量全收益
h20261.CSI,300ERC全收益
h20262.CSI,地产等权全收益
h20269.CSI,红利低波(全)
h20270.CSI,红利价值(全)
h20318.CSI,TMT150全收益
h20343.CSI,养老产业全收益
h20344.CSI,健康产业全收益
h20349.SZ,国企改革全收益
h20362.CSI,基本300全收益
h20363.CSI,基本500全收益
h20366.CSI,高分红全收益
h20368.CSI,中证高新全收益
h20531.CSI,精工制造全收益
h20532.CSI,资源优选全收益
h20536.CSI,高铁产业全收益
h20538.CSI,煤炭等权全收益
h20539.CSI,中证白酒全收益
h20542.CSI,中证体育全收益
h20588.CSI,中证证保全收益
h20590.CSI,机器人全收益
h20591.CSI,互联金融全收益
h20592.CSI,中证新能全收益
h20593.CSI,一带一路全收益
h20595.CSI,保险主题全收益
h20596.CSI,中证煤炭全收益
h20597.CSI,新材料全收益
h20598.CSI,稀土产业全收益
h20599.CSI,中证高装全收益
h20600.CSI,工业4.0全收益
h20601.CSI,软件服务全收益
h20602.CSI,信息安全全收益
h20603.CSI,基建工程全收益
h20606.CSI,中证钢铁全收益
h20607.CSI,中证汽车全收益
h20608.CSI,中证基建全收益
h20611.CSI,中小国改全收益
h20612.CSI,混合改革全收益
h20613.CSI,非周民企全收益
h20614.CSI,环保50全收益
h20615.CSI,中小医疗全收益
h20617.CSI,军工信息全收益
h20618.CSI,中证保险全收益
h20619.CSI,黄金采掘全收益
h20620.CSI,CSSW丝路全收益
h20621.CSI,CSSW高铁全收益
h20622.CSI,CSSW白酒全收益
h20629.CSI,CSSW健康全收益
h20630.CSI,CSWD并购全收益
h20631.CSI,CSWD生科全收益
h20632.CSI,CS稀金属全收益
h20633.CSI,中证旅游全收益
h20634.CSI,CS土改农全收益
h20635.CSI,CS智慧农全收益
h20640.CSI,CSWD重组全收益
h20648.CSI,CS智消费全收益
h20649.CSI,中证安防全收益
h20651.CSI,CS计算机全收益
h20652.CSI,CS电子全收益
h20653.CSI,CS食品饮全收益
h20654.CSI,CS休闲娱全收益
h20658.CSI,CS汽车AM全收益
h20659.CSI,CS能源互全收益
h20660.CSI,CSSW体育全收益
h20661.CSI,CSSW互金全收益
h20662.CSI,CS现代农全收益
h20663.CSI,中证创投全收益
h20670.CSI,500商业全收益
h20671.CSI,500运输全收益
h20672.CSI,500资本品全收益
h20673.CSI,500房地产全收益
h20674.CSI,500零售全收益
h20675.CSI,500媒体全收益
h20676.CSI,500耐用全收益
h20677.CSI,500汽车汽配全收益
h20678.CSI,500半导体全收益
h20679.CSI,500硬件全收益
h20680.CSI,500软件全收益
h20681.CSI,500制药生物全收益
h20682.CSI,500食品饮料全收益
h20683.CSI,500电气设备全收益
h20684.CSI,500机械全收益
h20685.CSI,500建筑工程全收益
h20686.CSI,500多元零售全收益
h20687.CSI,500纺织服装全收益
h20688.CSI,500耐用消费全收益
h20689.CSI,500煤炭全收益
h20690.CSI,500电子仪器全收益
h20691.CSI,500制药全收益
h20692.CSI,500化学制品全收益
h20693.CSI,500建筑材料全收益
h20694.CSI,500有色金属全收益
h20695.CSI,500农牧渔全收益
h20696.CSI,500饮料全收益
h20697.CSI,家用电器全收益
h20698.CSI,CS水利全收益
h20700.CSI,CS上海全收益
h20701.CSI,CS京津冀全收益
h20702.CSI,CS西部全收益
h20703.CSI,CS福建全收益
h20704.CSI,CS广东全收益
h20705.CSI,电商数据全收益
h20706.CSI,中证水泥全收益
h20707.CSI,中证畜牧全收益
h20708.CSI,中证有色全收益
h20711.CSI,CS智穿戴全收益
h20712.CSI,CS物联网全收益
h20713.CSI,CS人工智全收益
h20714.CSI,CS智家电全收益
h20716.CSI,CS物流全收益
h20717.CSI,CS教育全收益
h20718.CSI,CS海运全收益
h20719.CSI,CS精准医全收益
h20720.CSI,CS互医疗全收益
h20721.CSI,CS智汽车全收益
h20722.CSI,CS互平台全收益
h20725.CSI,CS车联网全收益
h20726.CSI,CS生医全收益
h20727.CSI,CS自贸区全收益
h20728.CSI,CS乐园全收益
h20730.CSI,银策消费全收益
h20731.CSI,CS西藏全收益
h20732.CSI,CS中国造全收益
h20733.CSI,CS互联+全收益
h20738.CSI,四川国改全收益
h20740.CSI,300红利LV全收益
h20741.CSI,CS航空全收益
h20742.CSI,中证电商全收益
h20743.CSI,中证生科全收益
h20744.CSI,中证信托全收益
h20745.CSI,CSWD数据全收益
h20748.CSI,沪深300(全)USD
h20749.CSI,沪深300(全)USD(CNH)
h20750.CSI,中证500(全)USD
h20751.CSI,中证500(全)USD(CNH)
h20752.CSI,中证500(全)HKD
h20753.CSI,中证500(全)HKD(CNH)
h20754.CSI,民企成长(全)USD
h20755.CSI,民企成长(全)USD(CNH)
h20756.CSI,环保(全)USD
h20757.CSI,环保(全)USD(CNH)
h20758.CSI,凤凰50全收益
h20759.CSI,雪球100全收益
h20766.CSI,CS民参军全收益
h20771.CSI,CS新能源全收益
h20776.CSI,CS增持全收益
h20777.CSI,CS定增全收益
h20779.CSI,银商领先全收益
h20781.CSI,中证影视全收益
h20782.CSI,500SNLV全收益
h20783.CSI,CS英大EI全收益
h20790.CSI,CS娱乐TI全收益
h20791.CSI,CS医药TI全收益
h20820.CSI,CS高端制全收益
h20821.CSI,中证VR全收益
h20822.CSI,CS院校企全收益
h20835.CSI,环保专利全收益
h20838.CSI,CS高股息全收益
h20845.CSI,CS供给侧全收益
h20846.CSI,300SNLV全收益
h20847.CSI,800SNLV全收益
h20848.CSI,1000SNLV全收益
h20850.CSI,智能制造全收益
h20851.CSI,云计算全收益
h20852.CSI,量子通信全收益
h20853.CSI,海绵城市全收益
h20854.CSI,水环境全收益
h20855.CSI,CS质量全收益
h20860.CSI,盈利质量全收益
h20875.CSI,空天一体全收益
h20882.CSI,CS珠三角全收益
h20883.CSI,创新驱动全收益
h20884.CSI,300创新全收益
h20885.CSI,500创新全收益
h20901.SH,动漫游戏全收益
h20902.CSI,中证数据全收益
h20903.CSI,中证A股全收益
h20904.CSI,中证PPP全收益
h20905.CSI,CS贵金属全收益
h20910.CSI,中证全指1全收益
h20911.CSI,中证全收益
h20927.CSI,CX基石全收益
h20928.CSI,CX新动能全收益
h20936.CSI,国开成长全收益
h20937.CSI,稳健成长全收益
h20938.CSI,500盈利成长全收益
h20939.CSI,500质量全收益
h20949.CSI,价值回报全收益
h20955.CSI,红利低波100全收益
h20956.CSI,绿色投资全收益
h20981.CSI,东北指数全收益
h20982.CSI,扶贫发展全收益
h20983.CSI,MG200全收益
h20984.CSI,MG新经济全收益
h20985.CSI,500LBLV全收益
h20986.CSI,金融科技全收益
h20987.CSI,安徽发展全收益
h20997.CSI,新能源车全收益
h21000.CSI,大湾区全收益
h21003.CSI,农业改革全收益
h21004.CSI,女性消费全收益
h21005.CSI,母婴消费全收益
h21006.CSI,老年消费全收益
h21007.CSI,新生消费全收益
h21008.CSI,中证全指汽车指数全收益
h21009.CSI,中证全指建筑材料全收益
h21011.CSI,医药创新全收益
h21012.CSI,CS黄金全收益
h21013.CSI,消费低波全收益
h21014.CSI,成长低波全收益
h21015.CSI,周期低波全收益
h21020.CSI,装配建筑全收益
h21021.CSI,家居家电全收益
h21022.CSI,大气治理全收益
h21023.CSI,北京50全收益
h21032.CSI,复兴100全收益
h21033.CSI,杭州湾区全收益
h21037.CSI,绿色领先全收益
h21052.CSI,国信价值全收益
h21053.CSI,高股息策略全收益
h21054.CSI,财务稳健全收益
h21055.CSI,稳健低波全收益
h21056.CSI,红利增长全收益
h21057.CSI,股权激励全收益
h21058.CSI,竞争优势全收益
h21062.CSI,质量低波全收益
h21063.CSI,创始经营全收益
h21065.CSI,财通浙30全收益
h21066.CSI,军民融合全收益
h21067.CSI,绩优策略全收益
h21068.CSI,消费龙头全收益
h21069.CSI,中金300全收益
h21070.CSI,中金100全收益
h21071.CSI,人工智能全
h21079.CSI,5G通信全收益
h21081.CSI,中证半导全收益
h21086.CSI,MG新经济(全)AUD
h21087.CSI,科技龙头全收益
h21089.CSI,180ESG全收益
h21129.CSI,盈利估值全收益
h21130.CSI,红利成长低波全收益
h21133.CSI,经济蓝筹全收益
h21138.CSI,高息低波全收益
h21139.CSI,CS消费50全收益
h21140.CSI,医药50全收益
h21141.CSI,CS长三角全收益
h21142.CSI,东证竞争全收益
h21148.CSI,ESG80全收益
h21149.CSI,环境质量全收益
h21150.CSI,绿色质量全收益
h21151.CSI,光伏产业全收益
h21152.CSI,CS创新药全收益
h21155.CSI,300质量全收益
h21156.CSI,800质量全收益
h21160.CSI,中证全指通信设备全收益
h21163.CSI,浙江100全收益
h21165.CSI,新兴科技100全收益
h21166.CSI,医药健康100全收益
h21167.CSI,先进制造100全收益
h21170.CSI,民企龙头全收益
h30001.CSI,中证环渤海
h30002.CSI,中证长三角
h30003.CSI,中证泛珠三角
h30004.CSI,中证中部崛起
h30005.CSI,中证西部开发
h30006.CSI,中证东北振兴
h30007.CSI,中证信息产业
h30010.CSI,中证800能源
h30011.CSI,中证800材料
h30012.CSI,中证800资本
h30013.CSI,中证800商业
h30014.CSI,中证800运输
h30015.CSI,中证800汽车
h30016.CSI,中证800耐用
h30017.CSI,中证800服务
h30018.CSI,中证800媒体
h30019.CSI,中证800零售
h30020.CSI,中证800食零
h30021.CSI,中证800食品
h30022.CSI,中证800银行
h30023.CSI,800资本
h30024.CSI,中证800保险
h30025.CSI,中证800地产(退市)
h30026.CSI,中证800软件
h30027.CSI,中证800硬件
h30028.CSI,中证800半导
h30029.CSI,中证800通信
h30030.CSI,中证800公用
h30031.CSI,中证800有色
h30032.CSI,中证800机械
h30033.CSI,中证800非银(停用)
h30034.CSI,300有色
h30035.CSI,300非银
h30036.CSI,AMAC餐饮
h30037.CSI,AMAC商务
h30038.CSI,AMAC科技
h30039.CSI,AMAC公共
h30040.CSI,AMAC社会
h30041.CSI,AMAC农副
h30042.CSI,AMAC食品
h30043.CSI,AMAC饮料
h30044.CSI,AMAC纺织
h30045.CSI,AMAC服装
h30046.CSI,AMAC皮革
h30047.CSI,AMAC木材
h30048.CSI,AMAC家具
h30049.CSI,AMAC造纸
h30050.CSI,AMAC印刷
h30051.CSI,AMAC文教
h30052.CSI,AMAC石化
h30053.CSI,AMAC化学
h30054.CSI,AMAC医药
h30055.CSI,AMAC化纤
h30056.CSI,AMAC橡胶
h30057.CSI,AMAC矿物
h30058.CSI,AMAC钢铁
h30059.CSI,AMAC有色
h30060.CSI,AMAC金属
h30061.CSI,AMAC通用
